n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4
254,1.15355e+08,3.75598e+06,1.09389e+08,1.12266e+08,1.15972e+08,1.17068e+08,1.27725e+08
256,7.68439e+08,1.90609e+07,7.31157e+08,7.55847e+08,7.69142e+08,7.82539e+08,8.08829e+08
258,7.72466e+08,2.30531e+07,7.31636e+08,7.53078e+08,7.73052e+08,7.89217e+08,8.3022e+08
260,7.63735e+08,2.11506e+07,7.26356e+08,7.45239e+08,7.66818e+08,7.80875e+08,8.0456e+08
262,7.66114e+08,2.15404e+07,7.2808e+08,7.50601e+08,7.61836e+08,7.80933e+08,8.11139e+08
264,7.69724e+08,2.11865e+07,7.21713e+08,7.58254e+08,7.67524e+08,7.87616e+08,8.12415e+08
266,7.71432e+08,1.74255e+07,7.49347e+08,7.5944e+08,7.68563e+08,7.77074e+08,8.27981e+08
268,7.65202e+08,2.10224e+07,7.26545e+08,7.48316e+08,7.65106e+08,7.8126e+08,8.08571e+08
270,7.56698e+08,1.57171e+07,7.27599e+08,7.45633e+08,7.54627e+08,7.66318e+08,7.87244e+08
272,7.63206e+08,1.55873e+07,7.28638e+08,7.50454e+08,7.64112e+08,7.76207e+08,7.88326e+08
274,7.50674e+08,1.64396e+07,7.26019e+08,7.37123e+08,7.48136e+08,7.61047e+08,7.80996e+08
276,7.51997e+08,1.92089e+07,7.20472e+08,7.37462e+08,7.54916e+08,7.64948e+08,7.9772e+08
278,7.45931e+08,1.83184e+07,7.22018e+08,7.29863e+08,7.40338e+08,7.59754e+08,7.8775e+08
280,7.46547e+08,2.52098e+07,7.13302e+08,7.24821e+08,7.4095e+08,7.64842e+08,8.0418e+08
282,7.39383e+08,1.42182e+07,7.1624e+08,7.30295e+08,7.36647e+08,7.485e+08,7.73032e+08
284,7.40654e+08,2.17272e+07,7.15512e+08,7.24084e+08,7.3529e+08,7.49287e+08,7.9629e+08
286,7.3665e+08,1.33836e+07,7.13762e+08,7.25965e+08,7.367e+08,7.44528e+08,7.75362e+08
288,7.45132e+08,2.88807e+07,7.11393e+08,7.24043e+08,7.41194e+08,7.54221e+08,8.25169e+08
290,7.40801e+08,1.58627e+07,7.17904e+08,7.2769e+08,7.41664e+08,7.50922e+08,7.71033e+08
292,7.36566e+08,1.39525e+07,7.14618e+08,7.26318e+08,7.32889e+08,7.45351e+08,7.70035e+08
294,7.37568e+08,1.49406e+07,7.15759e+08,7.27762e+08,7.36793e+08,7.40844e+08,7.94212e+08
296,7.29539e+08,1.61947e+07,7.0846e+08,7.14501e+08,7.26836e+08,7.44468e+08,7.60353e+08
298,7.39656e+08,2.13292e+07,7.13335e+08,7.22448e+08,7.36168e+08,7.47904e+08,8.03151e+08
300,7.3029e+08,1.18973e+07,7.10465e+08,7.2036e+08,7.29129e+08,7.4196e+08,7.55215e+08
302,7.43066e+08,2.08943e+07,7.17516e+08,7.29906e+08,7.3931e+08,7.49185e+08,8.14043e+08
304,7.38098e+08,1.60564e+07,7.13586e+08,7.24616e+08,7.37934e+08,7.4602e+08,7.76769e+08
306,7.40131e+08,2.90721e+07,7.03288e+08,7.17528e+08,7.34532e+08,7.517e+08,8.18529e+08
308,7.36609e+08,1.54489e+07,7.13447e+08,7.24013e+08,7.35956e+08,7.44452e+08,7.70896e+08
310,7.36895e+08,1.36956e+07,7.18345e+08,7.2574e+08,7.35009e+08,7.46115e+08,7.64284e+08
312,7.32979e+08,1.14238e+07,7.15074e+08,7.23188e+08,7.35126e+08,7.40443e+08,7.53829e+08
314,7.38637e+08,1.76692e+07,7.11658e+08,7.25545e+08,7.35548e+08,7.48259e+08,7.76212e+08
316,7.31501e+08,1.26442e+07,7.09631e+08,7.24005e+08,7.32014e+08,7.36946e+08,7.67986e+08
318,7.38677e+08,1.47658e+07,7.17919e+08,7.27897e+08,7.34428e+08,7.43121e+08,7.77305e+08
320,7.40504e+08,1.2344e+07,7.23704e+08,7.3031e+08,7.38536e+08,7.46596e+08,7.73125e+08
322,7.44115e+08,1.2258e+07,7.19141e+08,7.3584e+08,7.44599e+08,7.50424e+08,7.67793e+08
324,7.3816e+08,1.49743e+07,7.17878e+08,7.26914e+08,7.36284e+08,7.4783e+08,7.76213e+08
326,7.42021e+08,1.08419e+07,7.23164e+08,7.34578e+08,7.40689e+08,7.51334e+08,7.62635e+08
328,7.42493e+08,1.15974e+07,7.24488e+08,7.3417e+08,7.40603e+08,7.4852e+08,7.76813e+08
330,7.38363e+08,1.25796e+07,7.22984e+08,7.28271e+08,7.34713e+08,7.48612e+08,7.75629e+08
332,7.37387e+08,1.12375e+07,7.21797e+08,7.27954e+08,7.35594e+08,7.4558e+08,7.68305e+08
334,7.52792e+08,2.39451e+07,7.21308e+08,7.3773e+08,7.43215e+08,7.58292e+08,8.29666e+08
336,7.47395e+08,1.81354e+07,7.21285e+08,7.35598e+08,7.46994e+08,7.5375e+08,7.94591e+08
338,7.44394e+08,1.25827e+07,7.22542e+08,7.32627e+08,7.46553e+08,7.53654e+08,7.66625e+08
340,7.42495e+08,1.17806e+07,7.24337e+08,7.34105e+08,7.3998e+08,7.47151e+08,7.71094e+08
342,7.429e+08,1.51389e+07,7.18944e+08,7.2947e+08,7.41838e+08,7.55318e+08,7.70587e+08
344,7.44561e+08,1.40534e+07,7.19238e+08,7.34836e+08,7.4466e+08,7.51316e+08,7.79633e+08
346,7.42258e+08,1.14859e+07,7.2683e+08,7.34023e+08,7.40268e+08,7.48574e+08,7.72497e+08
348,7.54248e+08,1.38918e+07,7.29429e+08,7.42663e+08,7.53607e+08,7.60684e+08,7.86347e+08
350,7.55784e+08,1.99326e+07,7.27831e+08,7.39542e+08,7.52261e+08,7.69808e+08,7.95792e+08
352,7.48969e+08,1.82708e+07,7.18527e+08,7.34018e+08,7.48305e+08,7.64745e+08,7.80834e+08
354,7.52053e+08,2.11795e+07,7.23712e+08,7.32511e+08,7.46432e+08,7.7027e+08,7.97008e+08
356,7.524e+08,1.98011e+07,7.23589e+08,7.33859e+08,7.55438e+08,7.66746e+08,7.83594e+08
358,7.56162e+08,1.71465e+07,7.29739e+08,7.40855e+08,7.55853e+08,7.655e+08,8.01648e+08
360,7.63277e+08,1.65831e+07,7.4139e+08,7.4919e+08,7.59503e+08,7.76582e+08,8.0023e+08
362,7.6389e+08,2.84411e+07,7.18844e+08,7.44933e+08,7.61376e+08,7.79305e+08,8.25632e+08
364,7.59659e+08,2.6985e+07,7.18978e+08,7.37877e+08,7.60734e+08,7.80855e+08,8.21164e+08
366,7.50222e+08,2.10801e+07,7.1491e+08,7.28562e+08,7.54586e+08,7.68434e+08,7.79731e+08
368,7.44654e+08,1.97789e+07,7.1595e+08,7.28974e+08,7.43352e+08,7.5789e+08,7.812e+08
370,7.4655e+08,1.88152e+07,7.17186e+08,7.29272e+08,7.48114e+08,7.60911e+08,7.79548e+08
372,7.5476e+08,1.91832e+07,7.21751e+08,7.4291e+08,7.50346e+08,7.66368e+08,7.94863e+08
374,7.48589e+08,2.25903e+07,7.1454e+08,7.29758e+08,7.40386e+08,7.71307e+08,7.81891e+08
376,7.51237e+08,2.15214e+07,7.1143e+08,7.33606e+08,7.55008e+08,7.68822e+08,7.86225e+08
378,7.55138e+08,2.22884e+07,7.14142e+08,7.39836e+08,7.56854e+08,7.75387e+08,7.86486e+08
380,7.59232e+08,2.42121e+07,7.1723e+08,7.38548e+08,7.63957e+08,7.73564e+08,8.1828e+08
382,7.66845e+08,2.08782e+07,7.2924e+08,7.54429e+08,7.61778e+08,7.78556e+08,8.13293e+08
384,7.80462e+08,1.87888e+07,7.53618e+08,7.69234e+08,7.77232e+08,7.86402e+08,8.26526e+08
386,7.82344e+08,1.75587e+07,7.48098e+08,7.71238e+08,7.78732e+08,7.96235e+08,8.22132e+08
